"Uge";"Aldersgruppe";"Vaccinationsstatus";"Bekræftede tilfælde";"sort_Var";"Befolkningstørrelse";"Bekræftede tilfælde pr. 100.000"
2022-U05;80+;3. stik;3411;3;243457;1401,07
2022-U06;5-11;Uvaccinerede;12355;0;228397;5409,44
2022-U06;5-11;1. stik;2104;1;54297;3874,98
2022-U06;5-11;2. stik;11578;2;153948;7520,72
2022-U06;5-11;3. stik;0;3;5;0,00
2022-U06;12-15;Uvaccinerede;2746;0;53017;5179,47
2022-U06;12-15;1. stik;338;1;8069;4188,87
2022-U06;12-15;2. stik;16221;2;236922;6846,56
2022-U06;12-15;3. stik;27;3;1058;2551,98
2022-U06;16-19;Uvaccinerede;1508;0;28071;5372,09
2022-U06;16-19;1. stik;191;1;4270;4473,07
2022-U06;16-19;2. stik;10812;2;133182;8118,21
2022-U06;16-19;3. stik;8206;3;114093;7192,38
2022-U06;20-39;Uvaccinerede;13480;0;243986;5524,91
2022-U06;20-39;1. stik;1708;1;28508;5991,30
2022-U06;20-39;2. stik;29115;2;451774;6444,59
2022-U06;20-39;3. stik;61378;3;771479;7955,89
2022-U06;40-64;Uvaccinerede;5878;0;133131;4415,20
2022-U06;40-64;1. stik;425;1;10948;3881,99
2022-U06;40-64;2. stik;7831;2;191611;4086,93
2022-U06;40-64;3. stik;86771;3;1571564;5521,32
2022-U06;65-79;Uvaccinerede;503;0;25477;1974,33
2022-U06;65-79;1. stik;41;1;1822;2250,27
2022-U06;65-79;2. stik;413;2;23384;1766,16
2022-U06;65-79;3. stik;24006;3;836669;2869,24
2022-U06;80+;Uvaccinerede;106;0;7804;1358,28
2022-U06;80+;1. stik;13;1;745;1744,97
2022-U06;80+;2. stik;151;2;7085;2131,26
2022-U06;80+;3. stik;5004;3;243934;2051,37
2022-U07;5-11;Uvaccinerede;5471;0;228837;2390,78
2022-U07;5-11;1. stik;760;1;47363;1604,63
2022-U07;5-11;2. stik;6273;2;161102;3893,81
2022-U07;5-11;3. stik;0;3;5;0,00
2022-U07;12-15;Uvaccinerede;1257;0;53230;2361,45
2022-U07;12-15;1. stik;135;1;7265;1858,22
2022-U07;12-15;2. stik;8188;2;237737;3444,14
2022-U07;12-15;3. stik;30;3;1123;2671,42
2022-U07;16-19;Uvaccinerede;696;0;28072;2479,34
2022-U07;16-19;1. stik;83;1;4035;2057,00
2022-U07;16-19;2. stik;5258;2;129990;4044,93
2022-U07;16-19;3. stik;4592;3;117580;3905,43
2022-U07;20-39;Uvaccinerede;8863;0;244315;3627,69
2022-U07;20-39;1. stik;1039;1;26895;3863,17
2022-U07;20-39;2. stik;18622;2;426973;4361,40
2022-U07;20-39;3. stik;45562;3;798191;5708,16
2022-U07;40-64;Uvaccinerede;4367;0;133216;3278,13
2022-U07;40-64;1. stik;309;1;10349;2985,80
2022-U07;40-64;2. stik;5640;2;181425;3108,72
2022-U07;40-64;3. stik;77908;3;1582347;4923,57
2022-U07;65-79;Uvaccinerede;508;0;25478;1993,88
2022-U07;65-79;1. stik;30;1;1688;1777,25
2022-U07;65-79;2. stik;445;2;22206;2003,96
2022-U07;65-79;3. stik;28445;3;837656;3395,79
2022-U07;80+;Uvaccinerede;121;0;7772;1556,87
2022-U07;80+;1. stik;12;1;681;1762,11
2022-U07;80+;2. stik;155;2;6803;2278,41
2022-U07;80+;3. stik;6563;3;243799;2691,97
2022-U08;5-11;Uvaccinerede;2564;0;229408;1117,66
2022-U08;5-11;1. stik;328;1;43917;746,86
2022-U08;5-11;2. stik;3157;2;164714;1916,66
2022-U08;5-11;3. stik;0;3;5;0,00
2022-U08;12-15;Uvaccinerede;568;0;53491;1061,86
2022-U08;12-15;1. stik;64;1;6819;938,55
2022-U08;12-15;2. stik;4261;2;238197;1788,86
2022-U08;12-15;3. stik;17;3;1171;1451,75
2022-U08;16-19;Uvaccinerede;344;0;28093;1224,50
2022-U08;16-19;1. stik;42;1;3874;1084,15
2022-U08;16-19;2. stik;2544;2;127986;1987,72
2022-U08;16-19;3. stik;2588;3;119802;2160,23
2022-U08;20-39;Uvaccinerede;4675;0;245241;1906,29
2022-U08;20-39;1. stik;524;1;25803;2030,77
2022-U08;20-39;2. stik;9797;2;414004;2366,40
2022-U08;20-39;3. stik;27007;3;812446;3324,16
2022-U08;40-64;Uvaccinerede;2650;0;133357;1987,15
2022-U08;40-64;1. stik;212;1;9909;2139,47
2022-U08;40-64;2. stik;3382;2;175697;1924,90
2022-U08;40-64;3. stik;52963;3;1588443;3334,27
2022-U08;65-79;Uvaccinerede;388;0;25460;1523,96
2022-U08;65-79;1. stik;27;1;1571;1718,65
2022-U08;65-79;2. stik;328;2;21458;1528,57
2022-U08;65-79;3. stik;23373;3;838129;2788,71
2022-U08;80+;Uvaccinerede;133;0;7750;1716,13
2022-U08;80+;1. stik;10;1;624;1602,56
2022-U08;80+;2. stik;138;2;6574;2099,18
2022-U08;80+;3. stik;5874;3;243451;2412,81
2022-U09;5-11;Uvaccinerede;1702;0;229960;740,13
2022-U09;5-11;1. stik;215;1;41886;513,30
2022-U09;5-11;2. stik;2327;2;166862;1394,57
2022-U09;5-11;3. stik;0;3;5;0,00
2022-U09;12-15;Uvaccinerede;436;0;53714;811,71
2022-U09;12-15;1. stik;35;1;6555;533,94
2022-U09;12-15;2. stik;2896;2;238500;1214,26
2022-U09;12-15;3. stik;8;3;1196;668,90
2022-U09;16-19;Uvaccinerede;232;0;28130;824,74
2022-U09;16-19;1. stik;16;1;3781;423,17
2022-U09;16-19;2. stik;1695;2;127121;1333,38
2022-U09;16-19;3. stik;1569;3;120802;1298,82
2022-U09;20-39;Uvaccinerede;2990;0;245959;1215,65
2022-U09;20-39;1. stik;351;1;25191;1393,35
2022-U09;20-39;2. stik;6085;2;431392;1410,55
2022-U09;20-39;3. stik;17521;3;795826;2201,61
2022-U09;40-64;Uvaccinerede;1802;0;133480;1350,01
2022-U09;40-64;1. stik;103;1;9651;1067,25
2022-U09;40-64;2. stik;2312;2;175405;1318,09
2022-U09;40-64;3. stik;39766;3;1588899;2502,74
2022-U09;65-79;Uvaccinerede;321;0;25436;1261,99
2022-U09;65-79;1. stik;25;1;1506;1660,03
2022-U09;65-79;2. stik;237;2;20977;1129,81
2022-U09;65-79;3. stik;20145;3;838296;2403,09
2022-U09;80+;Uvaccinerede;99;0;7717;1282,88
2022-U09;80+;1. stik;13;1;596;2181,21
2022-U09;80+;2. stik;85;2;6422;1323,58
2022-U09;80+;3. stik;5133;3;243046;2111,95
2022-U10;5-11;Uvaccinerede;945;0;230523;409,94
2022-U10;5-11;1. stik;123;1;40610;302,88
2022-U10;5-11;2. stik;1317;2;168265;782,69
2022-U10;5-11;3. stik;0;3;6;0,00
2022-U10;12-15;Uvaccinerede;264;0;53989;488,99
2022-U10;12-15;1. stik;24;1;6372;376,65
2022-U10;12-15;2. stik;1921;2;238726;804,69
2022-U10;12-15;3. stik;9;3;1207;745,65
2022-U10;16-19;Uvaccinerede;151;0;28121;536,97
2022-U10;16-19;1. stik;14;1;3709;377,46
2022-U10;16-19;2. stik;1152;2;126501;910,66
2022-U10;16-19;3. stik;1009;3;121527;830,27
2022-U10;20-39;Uvaccinerede;2143;0;246467;869,49
2022-U10;20-39;1. stik;215;1;24751;868,65
2022-U10;20-39;2. stik;4240;2;435358;973,91
2022-U10;20-39;3. stik;12408;3;792398;1565,88
2022-U10;40-64;Uvaccinerede;1355;0;133629;1014,00
2022-U10;40-64;1. stik;82;1;9487;864,34
2022-U10;40-64;2. stik;1565;2;174226;898,26
2022-U10;40-64;3. stik;29697;3;1590153;1867,56
2022-U10;65-79;Uvaccinerede;249;0;25454;978,24
2022-U10;65-79;1. stik;10;1;1452;688,71
2022-U10;65-79;2. stik;169;2;20628;819,27
2022-U10;65-79;3. stik;15951;3;838336;1902,70
2022-U10;80+;Uvaccinerede;81;0;7685;1054,00
2022-U10;80+;1. stik;5;1;566;883,39
2022-U10;80+;2. stik;77;2;6297;1222,80
2022-U10;80+;3. stik;4167;3;242625;1717,47
2022-U11;5-11;Uvaccinerede;383;0;231188;165,67
2022-U11;5-11;1. stik;52;1;39596;131,33
2022-U11;5-11;2. stik;523;2;169367;308,80
2022-U11;5-11;3. stik;0;3;7;0,00
2022-U11;12-15;Uvaccinerede;136;0;54216;250,85
2022-U11;12-15;1. stik;3;1;6211;48,30
2022-U11;12-15;2. stik;864;2;238930;361,61
2022-U11;12-15;3. stik;5;3;1216;411,18
2022-U11;16-19;Uvaccinerede;70;0;28167;248,52
2022-U11;16-19;1. stik;4;1;3710;107,82
2022-U11;16-19;2. stik;487;2;125752;387,27
2022-U11;16-19;3. stik;482;3;122307;394,09
2022-U11;20-39;Uvaccinerede;1370;0;247015;554,62
2022-U11;20-39;1. stik;130;1;28242;460,31
2022-U11;20-39;2. stik;2362;2;426110;554,32
2022-U11;20-39;3. stik;6886;3;798240;862,65
2022-U11;40-64;Uvaccinerede;897;0;133819;670,31
2022-U11;40-64;1. stik;59;1;9860;598,38
2022-U11;40-64;2. stik;1005;2;171699;585,33
2022-U11;40-64;3. stik;19425;3;1592234;1219,98
2022-U11;65-79;Uvaccinerede;176;0;25470;691,01
2022-U11;65-79;1. stik;11;1;1437;765,48
2022-U11;65-79;2. stik;130;2;20322;639,70
2022-U11;65-79;3. stik;11676;3;838282;1392,85
2022-U11;80+;Uvaccinerede;59;0;7672;769,03
2022-U11;80+;1. stik;1;1;539;185,53
2022-U11;80+;2. stik;60;2;6206;966,81
2022-U11;80+;3. stik;3216;3;242171;1327,99
2022-U12;5-11;Uvaccinerede;216;0;231852;93,16
2022-U12;5-11;1. stik;23;1;39003;58,97
2022-U12;5-11;2. stik;284;2;170040;167,02
2022-U12;5-11;3. stik;0;3;7;0,00
2022-U12;12-15;Uvaccinerede;65;0;54429;119,42
2022-U12;12-15;1. stik;7;1;6106;114,64
2022-U12;12-15;2. stik;498;2;239066;208,31
2022-U12;12-15;3. stik;1;3;1221;81,90
2022-U12;16-19;Uvaccinerede;43;0;28241;152,26
2022-U12;16-19;1. stik;4;1;3671;108,96
2022-U12;16-19;2. stik;273;2;125010;218,38
2022-U12;16-19;3. stik;276;3;123114;224,18
2022-U12;20-39;Uvaccinerede;891;0;247388;360,16
2022-U12;20-39;1. stik;77;1;28585;269,37
2022-U12;20-39;2. stik;1494;2;421033;354,84
2022-U12;20-39;3. stik;4766;3;803135;593,42
2022-U12;40-64;Uvaccinerede;624;0;134021;465,60
2022-U12;40-64;1. stik;44;1;9845;446,93
2022-U12;40-64;2. stik;727;2;170115;427,36
2022-U12;40-64;3. stik;13533;3;1593758;849,13
2022-U12;65-79;Uvaccinerede;129;0;25486;506,16
2022-U12;65-79;1. stik;10;1;1428;700,28
2022-U12;65-79;2. stik;116;2;20088;577,46
2022-U12;65-79;3. stik;8510;3;838126;1015,36
2022-U12;80+;Uvaccinerede;45;0;7661;587,39
2022-U12;80+;1. stik;2;1;527;379,51
2022-U12;80+;2. stik;41;2;6140;667,75
2022-U12;80+;3. stik;2343;3;241675;969,48
2022-U13;5-11;Uvaccinerede;134;0;232549;57,62
2022-U13;5-11;1. stik;13;1;38607;33,67
2022-U13;5-11;2. stik;149;2;170522;87,38
2022-U13;5-11;3. stik;0;3;7;0,00
2022-U13;12-15;Uvaccinerede;43;0;54672;78,65
2022-U13;12-15;1. stik;4;1;6051;66,10
2022-U13;12-15;2. stik;238;2;239166;99,51
2022-U13;12-15;3. stik;1;3;1228;81,43
2022-U13;16-19;Uvaccinerede;27;0;28299;95,41
2022-U13;16-19;1. stik;5;1;3613;138,39
2022-U13;16-19;2. stik;163;2;124477;130,95
2022-U13;16-19;3. stik;165;3;123731;133,35
2022-U13;20-39;Uvaccinerede;553;0;247789;223,17
2022-U13;20-39;1. stik;55;1;28372;193,85
2022-U13;20-39;2. stik;878;2;417031;210,54
2022-U13;20-39;3. stik;2765;3;807446;342,44
2022-U13;40-64;Uvaccinerede;449;0;134297;334,33
2022-U13;40-64;1. stik;40;1;9756;410,00
2022-U13;40-64;2. stik;459;2;168878;271,79
2022-U13;40-64;3. stik;9074;3;1594982;568,91
2022-U13;65-79;Uvaccinerede;79;0;25523;309,52
2022-U13;65-79;1. stik;6;1;1409;425,83
2022-U13;65-79;2. stik;83;2;19894;417,21
2022-U13;65-79;3. stik;5703;3;837951;680,59
2022-U13;80+;Uvaccinerede;46;0;7656;600,84
2022-U13;80+;1. stik;4;1;517;773,69
2022-U13;80+;2. stik;25;2;6073;411,66
2022-U13;80+;3. stik;1527;3;241206;633,07
2022-U14;5-11;Uvaccinerede;88;0;233335;37,71
2022-U14;5-11;1. stik;11;1;38316;28,71
2022-U14;5-11;2. stik;110;2;170893;64,37
2022-U14;5-11;3. stik;0;3;8;0,00
2022-U14;12-15;Uvaccinerede;39;0;54974;70,94
2022-U14;12-15;1. stik;3;1;5983;50,14
2022-U14;12-15;2. stik;202;2;239276;84,42
2022-U14;12-15;3. stik;0;3;1235;0,00
2022-U14;16-19;Uvaccinerede;29;0;28319;102,40
2022-U14;16-19;1. stik;3;1;3581;83,78
2022-U14;16-19;2. stik;126;2;123989;101,62
2022-U14;16-19;3. stik;107;3;124276;86,10
2022-U14;20-39;Uvaccinerede;423;0;248369;170,31
2022-U14;20-39;1. stik;36;1;28161;127,84
2022-U14;20-39;2. stik;668;2;413624;161,50
2022-U14;20-39;3. stik;2161;3;811087;266,43
2022-U14;40-64;Uvaccinerede;346;0;134690;256,89
2022-U14;40-64;1. stik;30;1;9688;309,66
2022-U14;40-64;2. stik;382;2;167802;227,65
2022-U14;40-64;3. stik;6934;3;1595998;434,46
2022-U14;65-79;Uvaccinerede;60;0;25577;234,59
2022-U14;65-79;1. stik;4;1;1393;287,15
2022-U14;65-79;2. stik;56;2;19737;283,73
2022-U14;65-79;3. stik;4571;3;837671;545,68
2022-U14;80+;Uvaccinerede;23;0;7646;300,81
2022-U14;80+;1. stik;3;1;503;596,42
2022-U14;80+;2. stik;25;2;6022;415,14
2022-U14;80+;3. stik;1277;3;240671;530,60
2022-U15;5-11;Uvaccinerede;59;0;233956;25,22
2022-U15;5-11;1. stik;11;1;38075;28,89
2022-U15;5-11;2. stik;72;2;171214;42,05
2022-U15;5-11;3. stik;0;3;8;0,00
2022-U15;12-15;Uvaccinerede;26;0;55267;47,04
2022-U15;12-15;1. stik;4;1;5925;67,51
2022-U15;12-15;2. stik;124;2;239373;51,80
2022-U15;12-15;3. stik;0;3;1239;0,00
2022-U15;16-19;Uvaccinerede;12;0;28348;42,33
2022-U15;16-19;1. stik;0;1;3558;0,00
2022-U15;16-19;2. stik;65;2;123596;52,59
2022-U15;16-19;3. stik;86;3;124714;68,96
2022-U15;20-39;Uvaccinerede;298;0;248857;119,75
2022-U15;20-39;1. stik;33;1;27982;117,93
2022-U15;20-39;2. stik;472;2;410620;114,95
2022-U15;20-39;3. stik;1551;3;814374;190,45
2022-U15;40-64;Uvaccinerede;247;0;135023;182,93
2022-U15;40-64;1. stik;11;1;9634;114,18
2022-U15;40-64;2. stik;248;2;166916;148,58
2022-U15;40-64;3. stik;4989;3;1596887;312,42
2022-U15;65-79;Uvaccinerede;60;0;25633;234,07
2022-U15;65-79;1. stik;5;1;1377;363,11
2022-U15;65-79;2. stik;40;2;19610;203,98
2022-U15;65-79;3. stik;3275;3;837465;391,06
2022-U15;80+;Uvaccinerede;24;0;7633;314,42
2022-U15;80+;1. stik;1;1;492;203,25
2022-U15;80+;2. stik;18;2;5980;301,00
2022-U15;80+;3. stik;924;3;240269;384,57
2022-U16;5-11;Uvaccinerede;61;0;234924;25,97
2022-U16;5-11;1. stik;5;1;37926;13,18
2022-U16;5-11;2. stik;73;2;171430;42,58
2022-U16;5-11;3. stik;0;3;8;0,00
2022-U16;12-15;Uvaccinerede;27;0;55664;48,51
2022-U16;12-15;1. stik;0;1;5895;0,00
2022-U16;12-15;2. stik;131;2;239447;54,71
2022-U16;12-15;3. stik;1;3;1239;80,71
2022-U16;16-19;Uvaccinerede;25;0;28420;87,97
2022-U16;16-19;1. stik;2;1;3540;56,50
2022-U16;16-19;2. stik;86;2;123214;69,80
2022-U16;16-19;3. stik;71;3;125121;56,75
2022-U16;20-39;Uvaccinerede;288;0;249275;115,54
2022-U16;20-39;1. stik;30;1;27864;107,67
2022-U16;20-39;2. stik;432;2;407958;105,89
2022-U16;20-39;3. stik;1516;3;817204;185,51
2022-U16;40-64;Uvaccinerede;242;0;135455;178,66
2022-U16;40-64;1. stik;15;1;9590;156,41
2022-U16;40-64;2. stik;230;2;166078;138,49
2022-U16;40-64;3. stik;4403;3;1597644;275,59
2022-U16;65-79;Uvaccinerede;46;0;25699;179,00
2022-U16;65-79;1. stik;3;1;1369;219,14
2022-U16;65-79;2. stik;39;2;19489;200,11
2022-U16;65-79;3. stik;2445;3;837207;292,04
2022-U16;80+;Uvaccinerede;23;0;7641;301,01
2022-U16;80+;1. stik;3;1;485;618,56
2022-U16;80+;2. stik;22;2;5931;370,93
2022-U16;80+;3. stik;814;3;239761;339,50
2022-U17;5-11;Uvaccinerede;36;0;235964;15,26
2022-U17;5-11;1. stik;1;1;37803;2,65
2022-U17;5-11;2. stik;46;2;171639;26,80
2022-U17;5-11;3. stik;0;3;8;0,00
2022-U17;12-15;Uvaccinerede;14;0;56130;24,94
2022-U17;12-15;1. stik;1;1;5891;16,98
2022-U17;12-15;2. stik;81;2;239512;33,82
2022-U17;12-15;3. stik;0;3;1242;0,00
2022-U17;16-19;Uvaccinerede;11;0;28502;38,59
2022-U17;16-19;1. stik;0;1;3527;0,00
2022-U17;16-19;2. stik;56;2;122899;45,57
2022-U17;16-19;3. stik;45;3;125468;35,87
2022-U17;20-39;Uvaccinerede;175;0;250094;69,97
2022-U17;20-39;1. stik;13;1;27773;46,81
2022-U17;20-39;2. stik;244;2;405729;60,14
2022-U17;20-39;3. stik;908;3;819576;110,79
2022-U17;40-64;Uvaccinerede;129;0;136107;94,78
2022-U17;40-64;1. stik;11;1;9565;115,00
2022-U17;40-64;2. stik;135;2;165328;81,66
2022-U17;40-64;3. stik;2711;3;1598274;169,62
2022-U17;65-79;Uvaccinerede;39;0;25802;151,15
2022-U17;65-79;1. stik;3;1;1364;219,94
2022-U17;65-79;2. stik;21;2;19367;108,43
2022-U17;65-79;3. stik;1759;3;836905;210,18
2022-U17;80+;Uvaccinerede;18;0;7633;235,82
2022-U17;80+;1. stik;1;1;480;208,33
2022-U17;80+;2. stik;16;2;5883;271,97
2022-U17;80+;3. stik;534;3;239210;223,23
2022-U18;5-11;Uvaccinerede;35;0;237001;14,77
2022-U18;5-11;1. stik;4;1;37768;10,59
2022-U18;5-11;2. stik;44;2;171765;25,62
2022-U18;5-11;3. stik;0;3;9;0,00
2022-U18;12-15;Uvaccinerede;9;0;56564;15,91
2022-U18;12-15;1. stik;2;1;5922;33,77
2022-U18;12-15;2. stik;55;2;239549;22,96
2022-U18;12-15;3. stik;0;3;1245;0,00
2022-U18;16-19;Uvaccinerede;5;0;28612;17,48
2022-U18;16-19;1. stik;0;1;3521;0,00
2022-U18;16-19;2. stik;34;2;122694;27,71
2022-U18;16-19;3. stik;44;3;125695;35,01
2022-U18;20-39;Uvaccinerede;135;0;251056;53,77
2022-U18;20-39;1. stik;10;1;27729;36,06
2022-U18;20-39;2. stik;205;2;404212;50,72
2022-U18;20-39;3. stik;691;3;821099;84,16
2022-U18;40-64;Uvaccinerede;130;0;136864;94,98
2022-U18;40-64;1. stik;10;1;9558;104,62
2022-U18;40-64;2. stik;110;2;164811;66,74
2022-U18;40-64;3. stik;2360;3;1598664;147,62
2022-U18;65-79;Uvaccinerede;40;0;25929;154,27
2022-U18;65-79;1. stik;1;1;1358;73,64
2022-U18;65-79;2. stik;23;2;19294;119,21
2022-U18;65-79;3. stik;1456;3;836602;174,04
2022-U18;80+;Uvaccinerede;9;0;7634;117,89
2022-U18;80+;1. stik;0;1;476;0,00
2022-U18;80+;2. stik;10;2;5834;171,41
2022-U18;80+;3. stik;378;3;238726;158,34
2022-U19;5-11;Uvaccinerede;18;0;238156;7,56
2022-U19;5-11;1. stik;2;1;37661;5,31
2022-U19;5-11;2. stik;33;2;171988;19,19
2022-U19;5-11;3. stik;0;3;9;0,00
2022-U19;12-15;Uvaccinerede;5;0;57025;8,77
2022-U19;12-15;1. stik;0;1;5929;0,00
2022-U19;12-15;2. stik;48;2;239613;20,03
2022-U19;12-15;3. stik;1;3;1251;79,94
2022-U19;16-19;Uvaccinerede;4;0;28763;13,91
2022-U19;16-19;1. stik;1;1;3523;28,38
2022-U19;16-19;2. stik;41;2;122323;33,52
2022-U19;16-19;3. stik;27;3;126097;21,41
2022-U19;20-39;Uvaccinerede;152;0;252139;60,28
2022-U19;20-39;1. stik;17;1;27585;61,63
2022-U19;20-39;2. stik;179;2;401940;44,53
2022-U19;20-39;3. stik;562;3;823594;68,24
2022-U19;40-64;Uvaccinerede;118;0;137657;85,72
2022-U19;40-64;1. stik;7;1;9555;73,26
2022-U19;40-64;2. stik;82;2;164049;49,99
2022-U19;40-64;3. stik;1921;3;1599343;120,11
2022-U19;65-79;Uvaccinerede;15;0;26073;57,53
2022-U19;65-79;1. stik;1;1;1353;73,91
2022-U19;65-79;2. stik;12;2;19161;62,63
2022-U19;65-79;3. stik;1177;3;836397;140,72
2022-U19;80+;Uvaccinerede;10;0;7637;130,94
2022-U19;80+;1. stik;1;1;474;210,97
2022-U19;80+;2. stik;5;2;5779;86,52
2022-U19;80+;3. stik;307;3;238340;128,81
