"Uge";"Aldersgruppe";"Vaccinationsstatus";"Antal nyindlagte";"sort_Var";"Befolkningstørrelse";"Nyindlagte pr. 100.000"
2021-U23;5-11;Uvaccinerede;1;0;436547;0,23
2021-U23;12-15;Uvaccinerede;5;0;298818;1,67
2021-U23;12-15;1. stik;0;1;125;0,00
2021-U23;12-15;2. stik;0;2;82;0,00
2021-U23;16-19;Uvaccinerede;3;0;218399;1,37
2021-U23;16-19;1. stik;1;1;56938;1,76
2021-U23;16-19;2. stik;0;2;4267;0,00
2021-U23;20-39;Uvaccinerede;29;0;1330499;2,18
2021-U23;20-39;1. stik;1;1;61570;1,62
2021-U23;20-39;2. stik;2;2;103468;1,93
2021-U23;20-39;3. stik;0;3;36;0,00
2021-U23;40-64;Uvaccinerede;53;0;705840;7,51
2021-U23;40-64;1. stik;22;1;959773;2,29
2021-U23;40-64;2. stik;4;2;241525;1,66
2021-U23;40-64;3. stik;0;3;87;0,00
2021-U23;65-79;Uvaccinerede;5;0;41361;12,09
2021-U23;65-79;1. stik;1;1;238966;0,42
2021-U23;65-79;2. stik;3;2;607024;0,49
2021-U23;65-79;3. stik;0;3;36;0,00
2021-U23;80+;Uvaccinerede;1;0;11087;9,02
2021-U23;80+;1. stik;0;1;5703;0,00
2021-U23;80+;2. stik;3;2;242830;1,24
2021-U23;80+;3. stik;0;3;20;0,00
2021-U24;5-11;Uvaccinerede;1;0;436545;0,23
2021-U24;12-15;Uvaccinerede;1;0;298800;0,33
2021-U24;12-15;1. stik;0;1;126;0,00
2021-U24;12-15;2. stik;0;2;99;0,00
2021-U24;16-19;Uvaccinerede;3;0;155254;1,93
2021-U24;16-19;1. stik;0;1;119721;0,00
2021-U24;16-19;2. stik;0;2;4629;0,00
2021-U24;20-39;Uvaccinerede;27;0;1267253;2,13
2021-U24;20-39;1. stik;1;1;111660;0,90
2021-U24;20-39;2. stik;2;2;116620;1,71
2021-U24;20-39;3. stik;0;3;40;0,00
2021-U24;40-64;Uvaccinerede;24;0;505990;4,74
2021-U24;40-64;1. stik;8;1;1135441;0,70
2021-U24;40-64;2. stik;5;2;265699;1,88
2021-U24;40-64;3. stik;0;3;94;0,00
2021-U24;65-79;Uvaccinerede;3;0;39049;7,68
2021-U24;65-79;1. stik;1;1;181261;0,55
2021-U24;65-79;2. stik;2;2;667036;0,30
2021-U24;65-79;3. stik;1;3;40;2500,00
2021-U24;80+;Uvaccinerede;2;0;10776;18,56
2021-U24;80+;1. stik;2;1;4858;41,17
2021-U24;80+;2. stik;4;2;243984;1,64
2021-U24;80+;3. stik;0;3;21;0,00
2021-U25;5-11;Uvaccinerede;1;0;436544;0,23
2021-U25;12-15;Uvaccinerede;1;0;298636;0,33
2021-U25;12-15;1. stik;0;1;252;0,00
2021-U25;12-15;2. stik;0;2;137;0,00
2021-U25;20-39;Uvaccinerede;19;0;1183120;1,61
2021-U25;20-39;1. stik;1;1;177702;0,56
2021-U25;20-39;2. stik;1;2;134709;0,74
2021-U25;20-39;3. stik;0;3;42;0,00
2021-U25;40-64;Uvaccinerede;11;0;370419;2,97
2021-U25;40-64;1. stik;8;1;1226188;0,65
2021-U25;40-64;2. stik;2;2;310513;0,64
2021-U25;40-64;3. stik;1;3;104;961,54
2021-U25;65-79;Uvaccinerede;3;0;37437;8,01
2021-U25;65-79;1. stik;1;1;119458;0,84
2021-U25;65-79;2. stik;5;2;730448;0,68
2021-U25;65-79;3. stik;0;3;43;0,00
2021-U25;80+;Uvaccinerede;0;0;10542;0,00
2021-U25;80+;1. stik;0;1;4129;0,00
2021-U25;80+;2. stik;1;2;244947;0,41
2021-U25;80+;3. stik;0;3;21;0,00
2021-U26;12-15;Uvaccinerede;1;0;295283;0,34
2021-U26;12-15;1. stik;0;1;3583;0,00
2021-U26;12-15;2. stik;0;2;159;0,00
2021-U26;16-19;Uvaccinerede;2;0;86668;2,31
2021-U26;16-19;1. stik;1;1;187680;0,53
2021-U26;16-19;2. stik;0;2;5253;0,00
2021-U26;20-39;Uvaccinerede;20;0;1092705;1,83
2021-U26;20-39;1. stik;1;1;250960;0,40
2021-U26;20-39;2. stik;0;2;151865;0,00
2021-U26;20-39;3. stik;0;3;42;0,00
2021-U26;40-64;Uvaccinerede;3;0;295181;1,02
2021-U26;40-64;1. stik;5;1;1238239;0,40
2021-U26;40-64;2. stik;1;2;373693;0,27
2021-U26;40-64;3. stik;0;3;112;0,00
2021-U26;65-79;Uvaccinerede;1;0;36428;2,75
2021-U26;65-79;1. stik;0;1;64848;0,00
2021-U26;65-79;2. stik;1;2;786065;0,13
2021-U26;65-79;3. stik;0;3;45;0,00
2021-U26;80+;Uvaccinerede;0;0;10381;0,00
2021-U26;80+;1. stik;1;1;3582;27,92
2021-U26;80+;2. stik;4;2;245655;1,63
2021-U26;80+;3. stik;0;3;22;0,00
2021-U27;5-11;Uvaccinerede;1;0;436544;0,23
2021-U27;12-15;Uvaccinerede;1;0;288655;0,35
2021-U27;12-15;1. stik;0;1;10197;0,00
2021-U27;12-15;2. stik;0;2;174;0,00
2021-U27;16-19;Uvaccinerede;1;0;72552;1,38
2021-U27;16-19;1. stik;1;1;201545;0,50
2021-U27;16-19;2. stik;0;2;5504;0,00
2021-U27;20-39;Uvaccinerede;27;0;956225;2,82
2021-U27;20-39;1. stik;6;1;379311;1,58
2021-U27;20-39;2. stik;0;2;159992;0,00
2021-U27;20-39;3. stik;0;3;44;0,00
2021-U27;40-64;Uvaccinerede;8;0;250746;3,19
2021-U27;40-64;1. stik;7;1;1147142;0,61
2021-U27;40-64;2. stik;1;2;509214;0,20
2021-U27;40-64;3. stik;0;3;123;0,00
2021-U27;65-79;Uvaccinerede;2;0;35386;5,65
2021-U27;65-79;1. stik;0;1;32959;0,00
2021-U27;65-79;2. stik;8;2;818991;0,98
2021-U27;65-79;3. stik;0;3;50;0,00
2021-U27;80+;Uvaccinerede;2;0;10232;19,55
2021-U27;80+;1. stik;0;1;3088;0,00
2021-U27;80+;2. stik;0;2;246297;0,00
2021-U27;80+;3. stik;0;3;23;0,00
2021-U28;5-11;Uvaccinerede;3;0;436543;0,69
2021-U28;16-19;Uvaccinerede;1;0;64506;1,55
2021-U28;16-19;1. stik;0;1;208277;0,00
2021-U28;16-19;2. stik;0;2;6818;0,00
2021-U28;20-39;Uvaccinerede;42;0;731810;5,74
2021-U28;20-39;1. stik;10;1;598349;1,67
2021-U28;20-39;2. stik;3;2;165368;1,81
2021-U28;20-39;3. stik;0;3;46;0,00
2021-U28;40-64;Uvaccinerede;18;0;225709;7,97
2021-U28;40-64;1. stik;7;1;955856;0,73
2021-U28;40-64;2. stik;2;2;725528;0,28
2021-U28;40-64;3. stik;0;3;132;0,00
2021-U28;65-79;Uvaccinerede;1;0;34421;2,91
2021-U28;65-79;1. stik;2;1;20103;9,95
2021-U28;65-79;2. stik;7;2;832806;0,84
2021-U28;65-79;3. stik;1;3;57;1754,39
2021-U28;80+;Uvaccinerede;0;0;10094;0,00
2021-U28;80+;1. stik;0;1;2637;0,00
2021-U28;80+;2. stik;4;2;246885;1,62
2021-U28;80+;3. stik;0;3;24;0,00
2021-U29;12-15;Uvaccinerede;1;0;250003;0,40
2021-U29;12-15;1. stik;0;1;48823;0,00
2021-U29;12-15;2. stik;0;2;200;0,00
2021-U29;16-19;Uvaccinerede;3;0;59427;5,05
2021-U29;16-19;1. stik;0;1;203742;0,00
2021-U29;16-19;2. stik;1;2;16433;6,09
2021-U29;20-39;Uvaccinerede;42;0;576725;7,28
2021-U29;20-39;1. stik;10;1;748805;1,34
2021-U29;20-39;2. stik;1;2;169990;0,59
2021-U29;20-39;3. stik;0;3;52;0,00
2021-U29;40-64;Uvaccinerede;19;0;211760;8,97
2021-U29;40-64;1. stik;6;1;731594;0,82
2021-U29;40-64;2. stik;0;2;963722;0,00
2021-U29;40-64;3. stik;0;3;148;0,00
2021-U29;65-79;Uvaccinerede;3;0;33709;8,90
2021-U29;65-79;1. stik;0;1;13107;0,00
2021-U29;65-79;2. stik;4;2;840512;0,48
2021-U29;65-79;3. stik;0;3;59;0,00
2021-U29;80+;Uvaccinerede;2;0;9958;20,08
2021-U29;80+;1. stik;0;1;2247;0,00
2021-U29;80+;2. stik;9;2;247408;3,64
2021-U29;80+;3. stik;0;3;26;0,00
2021-U30;5-11;Uvaccinerede;2;0;436542;0,46
2021-U30;12-15;Uvaccinerede;0;0;209726;0,00
2021-U30;12-15;1. stik;1;1;89080;1,12
2021-U30;12-15;2. stik;0;2;219;0,00
2021-U30;16-19;Uvaccinerede;1;0;55355;1,81
2021-U30;16-19;1. stik;0;1;168687;0,00
2021-U30;16-19;2. stik;0;2;55558;0,00
2021-U30;20-39;Uvaccinerede;37;0;483546;7,65
2021-U30;20-39;1. stik;11;1;825030;1,33
2021-U30;20-39;2. stik;0;2;186936;0,00
2021-U30;20-39;3. stik;0;3;60;0,00
2021-U30;40-64;Uvaccinerede;22;0;200884;10,95
2021-U30;40-64;1. stik;13;1;525183;2,48
2021-U30;40-64;2. stik;10;2;1180994;0,85
2021-U30;40-64;3. stik;1;3;164;609,76
2021-U30;65-79;Uvaccinerede;4;0;33080;12,09
2021-U30;65-79;1. stik;0;1;9986;0,00
2021-U30;65-79;2. stik;8;2;844261;0,95
2021-U30;65-79;3. stik;0;3;60;0,00
2021-U30;80+;Uvaccinerede;0;0;9850;0,00
2021-U30;80+;1. stik;0;1;1968;0,00
2021-U30;80+;2. stik;5;2;247793;2,02
2021-U30;80+;3. stik;0;3;29;0,00
2021-U31;5-11;Uvaccinerede;1;0;436542;0,23
2021-U31;12-15;Uvaccinerede;2;0;175177;1,14
2021-U31;12-15;1. stik;0;1;123301;0,00
2021-U31;12-15;2. stik;0;2;547;0,00
2021-U31;16-19;Uvaccinerede;2;0;52452;3,81
2021-U31;16-19;1. stik;1;1;112029;0,89
2021-U31;16-19;2. stik;0;2;115119;0,00
2021-U31;20-39;Uvaccinerede;37;0;435849;8,49
2021-U31;20-39;1. stik;7;1;815806;0,86
2021-U31;20-39;2. stik;1;2;243851;0,41
2021-U31;20-39;3. stik;0;3;67;0,00
2021-U31;40-64;Uvaccinerede;25;0;193700;12,91
2021-U31;40-64;1. stik;10;1;334295;2,99
2021-U31;40-64;2. stik;15;2;1379047;1,09
2021-U31;40-64;3. stik;0;3;183;0,00
2021-U31;65-79;Uvaccinerede;5;0;32606;15,33
2021-U31;65-79;1. stik;1;1;7992;12,51
2021-U31;65-79;2. stik;9;2;846727;1,06
2021-U31;65-79;3. stik;0;3;61;0,00
2021-U31;80+;Uvaccinerede;1;0;9759;10,25
2021-U31;80+;1. stik;0;1;1731;0,00
2021-U31;80+;2. stik;14;2;248120;5,64
2021-U31;80+;3. stik;0;3;29;0,00
2021-U32;5-11;Uvaccinerede;1;0;436542;0,23
2021-U32;12-15;Uvaccinerede;4;0;149953;2,67
2021-U32;12-15;1. stik;1;1;147065;0,68
2021-U32;12-15;2. stik;0;2;2007;0,00
2021-U32;16-19;Uvaccinerede;4;0;50023;8,00
2021-U32;16-19;1. stik;1;1;68990;1,45
2021-U32;16-19;2. stik;1;2;160587;0,62
2021-U32;20-39;Uvaccinerede;57;0;409909;13,91
2021-U32;20-39;1. stik;17;1;752661;2,26
2021-U32;20-39;2. stik;0;2;332917;0,00
2021-U32;20-39;3. stik;1;3;86;1162,79
2021-U32;40-64;Uvaccinerede;40;0;187807;21,30
2021-U32;40-64;1. stik;13;1;205959;6,31
2021-U32;40-64;2. stik;12;2;1513256;0,79
2021-U32;40-64;3. stik;0;3;203;0,00
2021-U32;65-79;Uvaccinerede;4;0;32203;12,42
2021-U32;65-79;1. stik;1;1;6627;15,09
2021-U32;65-79;2. stik;14;2;848493;1,65
2021-U32;65-79;3. stik;0;3;64;0,00
2021-U32;80+;Uvaccinerede;3;0;9688;30,97
2021-U32;80+;1. stik;0;1;1552;0,00
2021-U32;80+;2. stik;9;2;248370;3,62
2021-U32;80+;3. stik;0;3;30;0,00
2021-U33;5-11;Uvaccinerede;2;0;436541;0,46
2021-U33;12-15;Uvaccinerede;2;0;135693;1,47
2021-U33;12-15;1. stik;0;1;155264;0,00
2021-U33;12-15;2. stik;0;2;8067;0,00
2021-U33;16-19;Uvaccinerede;6;0;47634;12,60
2021-U33;16-19;1. stik;1;1;43339;2,31
2021-U33;16-19;2. stik;0;2;188625;0,00
2021-U33;20-39;Uvaccinerede;74;0;389619;18,99
2021-U33;20-39;1. stik;8;1;643470;1,24
2021-U33;20-39;2. stik;3;2;462365;0,65
2021-U33;20-39;3. stik;1;3;118;847,46
2021-U33;40-64;Uvaccinerede;55;0;182685;30,11
2021-U33;40-64;1. stik;8;1;127559;6,27
2021-U33;40-64;2. stik;19;2;1596753;1,19
2021-U33;40-64;3. stik;1;3;228;438,60
2021-U33;65-79;Uvaccinerede;6;0;31799;18,87
2021-U33;65-79;1. stik;2;1;5787;34,56
2021-U33;65-79;2. stik;26;2;849734;3,06
2021-U33;65-79;3. stik;0;3;67;0,00
2021-U33;80+;Uvaccinerede;3;0;9610;31,22
2021-U33;80+;1. stik;1;1;1451;68,92
2021-U33;80+;2. stik;12;2;248548;4,83
2021-U33;80+;3. stik;0;3;30;0,00
2021-U34;5-11;Uvaccinerede;3;0;436537;0,69
2021-U34;12-15;Uvaccinerede;4;0;124296;3,22
2021-U34;12-15;1. stik;1;1;146850;0,68
2021-U34;12-15;2. stik;1;2;27878;3,59
2021-U34;16-19;Uvaccinerede;6;0;45536;13,18
2021-U34;16-19;1. stik;0;1;29283;0,00
2021-U34;16-19;2. stik;1;2;204778;0,49
2021-U34;20-39;Uvaccinerede;60;0;373235;16,08
2021-U34;20-39;1. stik;4;1;435372;0,92
2021-U34;20-39;2. stik;5;2;686806;0,73
2021-U34;20-39;3. stik;0;3;160;0,00
2021-U34;40-64;Uvaccinerede;41;0;178061;23,03
2021-U34;40-64;1. stik;7;1;78013;8,97
2021-U34;40-64;2. stik;12;2;1650900;0,73
2021-U34;40-64;3. stik;0;3;251;0,00
2021-U34;65-79;Uvaccinerede;13;0;31350;41,47
2021-U34;65-79;1. stik;0;1;4795;0,00
2021-U34;65-79;2. stik;31;2;851170;3,64
2021-U34;65-79;3. stik;0;3;72;0,00
2021-U34;80+;Uvaccinerede;7;0;9512;73,59
2021-U34;80+;1. stik;0;1;1325;0,00
2021-U34;80+;2. stik;18;2;248772;7,24
2021-U34;80+;3. stik;0;3;31;0,00
2021-U35;12-15;Uvaccinerede;4;0;116254;3,44
2021-U35;12-15;1. stik;0;1;116474;0,00
2021-U35;12-15;2. stik;0;2;66296;0,00
2021-U35;16-19;Uvaccinerede;2;0;43871;4,56
2021-U35;16-19;1. stik;0;1;21117;0,00
2021-U35;16-19;2. stik;0;2;214607;0,00
2021-U35;20-39;Uvaccinerede;53;0;361594;14,66
2021-U35;20-39;1. stik;7;1;258834;2,70
2021-U35;20-39;2. stik;3;2;874938;0,34
2021-U35;20-39;3. stik;1;3;206;485,44
2021-U35;40-64;Uvaccinerede;49;0;174547;28,07
2021-U35;40-64;1. stik;6;1;50824;11,81
2021-U35;40-64;2. stik;13;2;1681579;0,77
2021-U35;40-64;3. stik;1;3;275;363,64
2021-U35;65-79;Uvaccinerede;12;0;30942;38,78
2021-U35;65-79;1. stik;3;1;3933;76,28
2021-U35;65-79;2. stik;13;2;852430;1,53
2021-U35;65-79;3. stik;0;3;83;0,00
2021-U35;80+;Uvaccinerede;10;0;9421;106,15
2021-U35;80+;1. stik;3;1;1196;250,84
2021-U35;80+;2. stik;17;2;248990;6,83
2021-U35;80+;3. stik;0;3;32;0,00
2021-U36;5-11;Uvaccinerede;1;0;436534;0,23
2021-U36;12-15;Uvaccinerede;1;0;111055;0,90
2021-U36;12-15;1. stik;0;1;84957;0,00
2021-U36;12-15;2. stik;0;2;103012;0,00
2021-U36;20-39;Uvaccinerede;39;0;354081;11,01
2021-U36;20-39;1. stik;5;1;160766;3,11
2021-U36;20-39;2. stik;3;2;980495;0,31
2021-U36;20-39;3. stik;0;3;231;0,00
2021-U36;40-64;Uvaccinerede;37;0;172040;21,51
2021-U36;40-64;1. stik;5;1;38493;12,99
2021-U36;40-64;2. stik;19;2;1696381;1,12
2021-U36;40-64;3. stik;0;3;311;0,00
2021-U36;65-79;Uvaccinerede;7;0;30665;22,83
2021-U36;65-79;1. stik;2;1;3435;58,22
2021-U36;65-79;2. stik;20;2;853194;2,34
2021-U36;65-79;3. stik;0;3;92;0,00
2021-U36;80+;Uvaccinerede;3;0;9362;32,04
2021-U36;80+;1. stik;1;1;1093;91,49
2021-U36;80+;2. stik;19;2;249152;7,63
2021-U36;80+;3. stik;1;3;32;3125,00
2021-U37;5-11;Uvaccinerede;2;0;436531;0,46
2021-U37;5-11;1. stik;0;1;21;0,00
2021-U37;16-19;Uvaccinerede;0;0;41947;0,00
2021-U37;16-19;1. stik;0;1;13261;0,00
2021-U37;16-19;2. stik;2;2;224383;0,89
2021-U37;20-39;Uvaccinerede;16;0;348292;4,59
2021-U37;20-39;1. stik;4;1;108304;3,69
2021-U37;20-39;2. stik;2;2;1038692;0,19
2021-U37;20-39;3. stik;0;3;285;0,00
2021-U37;40-64;Uvaccinerede;27;0;169983;15,88
2021-U37;40-64;1. stik;2;1;30545;6,55
2021-U37;40-64;2. stik;13;2;1706353;0,76
2021-U37;40-64;3. stik;0;3;344;0,00
2021-U37;65-79;Uvaccinerede;2;0;30410;6,58
2021-U37;65-79;1. stik;0;1;3072;0,00
2021-U37;65-79;2. stik;14;2;853806;1,64
2021-U37;65-79;3. stik;0;3;99;0,00
2021-U37;80+;Uvaccinerede;0;0;9294;0,00
2021-U37;80+;1. stik;0;1;1048;0,00
2021-U37;80+;2. stik;22;2;249263;8,83
2021-U37;80+;3. stik;1;3;34;2941,18
2021-U38;5-11;Uvaccinerede;2;0;436526;0,46
2021-U38;5-11;1. stik;0;1;25;0,00
2021-U38;12-15;Uvaccinerede;0;0;104436;0,00
2021-U38;12-15;1. stik;0;1;40235;0,00
2021-U38;12-15;2. stik;2;2;154353;1,30
2021-U38;16-19;Uvaccinerede;1;0;41383;2,42
2021-U38;16-19;1. stik;0;1;11109;0,00
2021-U38;16-19;2. stik;0;2;227097;0,00
2021-U38;20-39;Uvaccinerede;16;0;343652;4,66
2021-U38;20-39;1. stik;2;1;85548;2,34
2021-U38;20-39;2. stik;6;2;1066006;0,56
2021-U38;20-39;3. stik;0;3;365;0,00
2021-U38;40-64;Uvaccinerede;15;0;168424;8,91
2021-U38;40-64;1. stik;0;1;25949;0,00
2021-U38;40-64;2. stik;13;2;1711967;0,76
2021-U38;40-64;3. stik;1;3;884;113,12
2021-U38;65-79;Uvaccinerede;8;0;30182;26,51
2021-U38;65-79;1. stik;1;1;2866;34,89
2021-U38;65-79;2. stik;19;2;853486;2,23
2021-U38;65-79;3. stik;1;3;853;117,23
2021-U38;80+;Uvaccinerede;2;0;9209;21,72
2021-U38;80+;1. stik;1;1;1044;95,79
2021-U38;80+;2. stik;24;2;248948;9,64
2021-U38;80+;3. stik;0;3;439;0,00
2021-U39;5-11;Uvaccinerede;1;0;436525;0,23
2021-U39;5-11;1. stik;0;1;25;0,00
2021-U39;12-15;Uvaccinerede;1;0;102240;0,98
2021-U39;12-15;1. stik;0;1;29099;0,00
2021-U39;12-15;2. stik;1;2;167685;0,60
2021-U39;16-19;Uvaccinerede;1;0;40961;2,44
2021-U39;16-19;1. stik;1;1;9387;10,65
2021-U39;16-19;2. stik;1;2;229212;0,44
2021-U39;16-19;3. stik;0;3;44;0,00
2021-U39;20-39;Uvaccinerede;18;0;339963;5,29
2021-U39;20-39;1. stik;2;1;69828;2,86
2021-U39;20-39;2. stik;5;2;1084750;0,46
2021-U39;20-39;3. stik;1;3;1032;96,90
2021-U39;40-64;Uvaccinerede;21;0;167186;12,56
2021-U39;40-64;1. stik;0;1;22348;0,00
2021-U39;40-64;2. stik;12;2;1711268;0,70
2021-U39;40-64;3. stik;0;3;6422;0,00
2021-U39;65-79;Uvaccinerede;6;0;29985;20,01
2021-U39;65-79;1. stik;0;1;2632;0,00
2021-U39;65-79;2. stik;25;2;844210;2,96
2021-U39;65-79;3. stik;1;3;10560;9,47
2021-U39;80+;Uvaccinerede;1;0;9142;10,94
2021-U39;80+;1. stik;1;1;967;103,41
2021-U39;80+;2. stik;12;2;242084;4,96
2021-U39;80+;3. stik;0;3;7447;0,00
2021-U40;12-15;Uvaccinerede;2;0;100275;1,99
2021-U40;12-15;1. stik;0;1;21860;0,00
2021-U40;12-15;2. stik;0;2;176889;0,00
2021-U40;16-19;Uvaccinerede;2;0;40581;4,93
2021-U40;16-19;1. stik;0;1;8046;0,00
2021-U40;16-19;2. stik;2;2;230898;0,87
2021-U40;16-19;3. stik;0;3;80;0,00
2021-U40;20-39;Uvaccinerede;28;0;336954;8,31
2021-U40;20-39;1. stik;3;1;57973;5,17
2021-U40;20-39;2. stik;5;2;1098834;0,46
2021-U40;20-39;3. stik;0;3;1811;0,00
2021-U40;40-64;Uvaccinerede;23;0;166144;13,84
2021-U40;40-64;1. stik;1;1;19484;5,13
2021-U40;40-64;2. stik;12;2;1710236;0,70
2021-U40;40-64;3. stik;1;3;11360;8,80
2021-U40;65-79;Uvaccinerede;5;0;29850;16,75
2021-U40;65-79;1. stik;1;1;2337;42,79
2021-U40;65-79;2. stik;25;2;834815;2,99
2021-U40;65-79;3. stik;0;3;20385;0,00
2021-U40;80+;Uvaccinerede;1;0;9106;10,98
2021-U40;80+;1. stik;0;1;869;0,00
2021-U40;80+;2. stik;21;2;231353;9,08
2021-U40;80+;3. stik;2;3;18311;10,92
2021-U41;5-11;Uvaccinerede;1;0;436525;0,23
2021-U41;5-11;1. stik;0;1;21;0,00
2021-U41;16-19;Uvaccinerede;1;0;40256;2,48
