"Uge";"Aldersgruppe";"Vaccinationsstatus";"Antal nyindlagte";"sort_Var";"Befolkningstørrelse";"Nyindlagte pr. 100.000"
2022-U04;20-39;2. stik;244;2;622876;39,17
2022-U04;20-39;3. stik;118;3;592849;19,90
2022-U04;40-64;Uvaccinerede;91;0;133484;68,17
2022-U04;40-64;1. stik;15;1;13066;114,80
2022-U04;40-64;2. stik;124;2;254296;48,76
2022-U04;40-64;3. stik;293;3;1506379;19,45
2022-U04;65-79;Uvaccinerede;27;0;25591;105,51
2022-U04;65-79;1. stik;1;1;2232;44,80
2022-U04;65-79;2. stik;38;2;29586;128,44
2022-U04;65-79;3. stik;241;3;829977;29,04
2022-U04;80+;Uvaccinerede;19;0;7847;242,13
2022-U04;80+;1. stik;1;1;903;110,74
2022-U04;80+;2. stik;33;2;8360;394,74
2022-U04;80+;3. stik;224;3;242530;92,36
2022-U05;5-11;Uvaccinerede;56;0;228668;24,49
2022-U05;5-11;1. stik;15;1;66218;22,65
2022-U05;5-11;2. stik;14;2;141668;9,88
2022-U05;12-15;Uvaccinerede;21;0;53084;39,56
2022-U05;12-15;1. stik;2;1;9369;21,35
2022-U05;12-15;2. stik;37;2;235580;15,71
2022-U05;12-15;3. stik;4;3;994;402,41
2022-U05;16-19;Uvaccinerede;13;0;28124;46,22
2022-U05;16-19;1. stik;1;1;4651;21,50
2022-U05;16-19;2. stik;46;2;139351;33,01
2022-U05;16-19;3. stik;13;3;107479;12,10
2022-U05;20-39;Uvaccinerede;180;0;244310;73,68
2022-U05;20-39;1. stik;26;1;31092;83,62
2022-U05;20-39;2. stik;215;2;511110;42,07
2022-U05;20-39;3. stik;154;3;709060;21,72
2022-U05;40-64;Uvaccinerede;93;0;133242;69,80
2022-U05;40-64;1. stik;11;1;11868;92,69
2022-U05;40-64;2. stik;114;2;212604;53,62
2022-U05;40-64;3. stik;368;3;1549511;23,75
2022-U05;65-79;Uvaccinerede;46;0;25521;180,24
2022-U05;65-79;1. stik;4;1;1992;200,80
2022-U05;65-79;2. stik;35;2;25454;137,50
2022-U05;65-79;3. stik;384;3;834419;46,02
2022-U05;80+;Uvaccinerede;29;0;7827;370,51
2022-U05;80+;1. stik;3;1;809;370,83
2022-U05;80+;2. stik;28;2;7546;371,06
2022-U05;80+;3. stik;317;3;243457;130,21
2022-U06;5-11;Uvaccinerede;45;0;228397;19,70
2022-U06;5-11;1. stik;9;1;54297;16,58
2022-U06;5-11;2. stik;16;2;153948;10,39
2022-U06;12-15;Uvaccinerede;12;0;53017;22,63
2022-U06;12-15;1. stik;1;1;8069;12,39
2022-U06;12-15;2. stik;50;2;236922;21,10
2022-U06;12-15;3. stik;0;3;1058;0,00
2022-U06;16-19;Uvaccinerede;11;0;28071;39,19
2022-U06;16-19;1. stik;1;1;4270;23,42
2022-U06;16-19;2. stik;25;2;133182;18,77
2022-U06;16-19;3. stik;11;3;114093;9,64
2022-U06;20-39;Uvaccinerede;174;0;243986;71,32
2022-U06;20-39;1. stik;22;1;28508;77,17
2022-U06;20-39;2. stik;232;2;451774;51,35
2022-U06;20-39;3. stik;202;3;771479;26,18
2022-U06;40-64;Uvaccinerede;96;0;133131;72,11
2022-U06;40-64;1. stik;11;1;10948;100,47
2022-U06;40-64;2. stik;94;2;191611;49,06
2022-U06;40-64;3. stik;454;3;1571564;28,89
2022-U06;65-79;Uvaccinerede;40;0;25477;157,00
2022-U06;65-79;1. stik;5;1;1822;274,42
2022-U06;65-79;2. stik;52;2;23384;222,37
2022-U06;65-79;3. stik;482;3;836669;57,61
2022-U06;80+;Uvaccinerede;35;0;7804;448,49
2022-U06;80+;1. stik;4;1;745;536,91
2022-U06;80+;2. stik;37;2;7085;522,23
2022-U06;80+;3. stik;409;3;243934;167,67
2022-U07;5-11;Uvaccinerede;25;0;228837;10,92
2022-U07;5-11;1. stik;0;1;47363;0,00
2022-U07;5-11;2. stik;13;2;161102;8,07
2022-U07;12-15;Uvaccinerede;2;0;53230;3,76
2022-U07;12-15;1. stik;1;1;7265;13,76
2022-U07;12-15;2. stik;21;2;237737;8,83
2022-U07;12-15;3. stik;1;3;1123;89,05
2022-U07;16-19;Uvaccinerede;9;0;28072;32,06
2022-U07;16-19;1. stik;3;1;4035;74,35
2022-U07;16-19;2. stik;20;2;129990;15,39
2022-U07;16-19;3. stik;10;3;117580;8,50
2022-U07;20-39;Uvaccinerede;134;0;244315;54,85
2022-U07;20-39;1. stik;22;1;26895;81,80
2022-U07;20-39;2. stik;201;2;426973;47,08
2022-U07;20-39;3. stik;210;3;798191;26,31
2022-U07;40-64;Uvaccinerede;88;0;133216;66,06
2022-U07;40-64;1. stik;7;1;10349;67,64
2022-U07;40-64;2. stik;71;2;181425;39,13
2022-U07;40-64;3. stik;445;3;1582347;28,12
2022-U07;65-79;Uvaccinerede;49;0;25478;192,32
2022-U07;65-79;1. stik;5;1;1688;296,21
2022-U07;65-79;2. stik;39;2;22206;175,63
2022-U07;65-79;3. stik;596;3;837656;71,15
2022-U07;80+;Uvaccinerede;42;0;7772;540,40
2022-U07;80+;1. stik;3;1;681;440,53
2022-U07;80+;2. stik;41;2;6803;602,68
2022-U07;80+;3. stik;478;3;243799;196,06
2022-U08;5-11;Uvaccinerede;8;0;229408;3,49
2022-U08;5-11;1. stik;2;1;43917;4,55
2022-U08;5-11;2. stik;10;2;164714;6,07
2022-U08;12-15;Uvaccinerede;5;0;53491;9,35
2022-U08;12-15;1. stik;2;1;6819;29,33
2022-U08;12-15;2. stik;22;2;238197;9,24
2022-U08;12-15;3. stik;1;3;1171;85,40
2022-U08;16-19;Uvaccinerede;7;0;28093;24,92
2022-U08;16-19;1. stik;0;1;3874;0,00
2022-U08;16-19;2. stik;11;2;127986;8,59
2022-U08;16-19;3. stik;12;3;119802;10,02
2022-U08;20-39;Uvaccinerede;104;0;245241;42,41
2022-U08;20-39;1. stik;14;1;25803;54,26
2022-U08;20-39;2. stik;164;2;414004;39,61
2022-U08;20-39;3. stik;159;3;812446;19,57
2022-U08;40-64;Uvaccinerede;54;0;133357;40,49
2022-U08;40-64;1. stik;10;1;9909;100,92
2022-U08;40-64;2. stik;66;2;175697;37,56
2022-U08;40-64;3. stik;430;3;1588443;27,07
2022-U08;65-79;Uvaccinerede;51;0;25460;200,31
2022-U08;65-79;1. stik;5;1;1571;318,27
2022-U08;65-79;2. stik;39;2;21458;181,75
2022-U08;65-79;3. stik;627;3;838129;74,81
2022-U08;80+;Uvaccinerede;50;0;7750;645,16
2022-U08;80+;1. stik;2;1;624;320,51
2022-U08;80+;2. stik;37;2;6574;562,82
2022-U08;80+;3. stik;482;3;243451;197,99
2022-U09;5-11;Uvaccinerede;9;0;229960;3,91
2022-U09;5-11;1. stik;2;1;41886;4,77
2022-U09;5-11;2. stik;8;2;166862;4,79
2022-U09;12-15;Uvaccinerede;2;0;53714;3,72
2022-U09;12-15;1. stik;0;1;6555;0,00
2022-U09;12-15;2. stik;11;2;238500;4,61
2022-U09;12-15;3. stik;0;3;1196;0,00
2022-U09;16-19;Uvaccinerede;3;0;28130;10,66
2022-U09;16-19;1. stik;1;1;3781;26,45
2022-U09;16-19;2. stik;14;2;127121;11,01
2022-U09;16-19;3. stik;9;3;120802;7,45
2022-U09;20-39;Uvaccinerede;70;0;245959;28,46
2022-U09;20-39;1. stik;7;1;25191;27,79
2022-U09;20-39;2. stik;88;2;431392;20,40
2022-U09;20-39;3. stik;130;3;795826;16,34
2022-U09;40-64;Uvaccinerede;46;0;133480;34,46
2022-U09;40-64;1. stik;6;1;9651;62,17
2022-U09;40-64;2. stik;56;2;175405;31,93
2022-U09;40-64;3. stik;336;3;1588899;21,15
2022-U09;65-79;Uvaccinerede;40;0;25436;157,26
2022-U09;65-79;1. stik;4;1;1506;265,60
2022-U09;65-79;2. stik;37;2;20977;176,38
2022-U09;65-79;3. stik;570;3;838296;68,00
2022-U09;80+;Uvaccinerede;25;0;7717;323,96
2022-U09;80+;1. stik;3;1;596;503,36
2022-U09;80+;2. stik;24;2;6422;373,72
2022-U09;80+;3. stik;451;3;243046;185,56
2022-U10;5-11;Uvaccinerede;4;0;230523;1,74
2022-U10;5-11;1. stik;1;1;40610;2,46
2022-U10;5-11;2. stik;10;2;168265;5,94
2022-U10;12-15;Uvaccinerede;4;0;53989;7,41
2022-U10;12-15;1. stik;0;1;6372;0,00
2022-U10;12-15;2. stik;13;2;238726;5,45
2022-U10;12-15;3. stik;0;3;1207;0,00
2022-U10;16-19;Uvaccinerede;2;0;28121;7,11
2022-U10;16-19;1. stik;0;1;3709;0,00
2022-U10;16-19;2. stik;8;2;126501;6,32
2022-U10;16-19;3. stik;7;3;121527;5,76
2022-U10;20-39;Uvaccinerede;41;0;246467;16,64
2022-U10;20-39;1. stik;7;1;24751;28,28
2022-U10;20-39;2. stik;69;2;435358;15,85
2022-U10;20-39;3. stik;85;3;792398;10,73
2022-U10;40-64;Uvaccinerede;51;0;133629;38,17
2022-U10;40-64;1. stik;2;1;9487;21,08
2022-U10;40-64;2. stik;34;2;174226;19,51
2022-U10;40-64;3. stik;284;3;1590153;17,86
2022-U10;65-79;Uvaccinerede;36;0;25454;141,43
2022-U10;65-79;1. stik;3;1;1452;206,61
2022-U10;65-79;2. stik;23;2;20628;111,50
2022-U10;65-79;3. stik;488;3;838336;58,21
2022-U10;80+;Uvaccinerede;30;0;7685;390,37
2022-U10;80+;1. stik;1;1;566;176,68
2022-U10;80+;2. stik;18;2;6297;285,85
2022-U10;80+;3. stik;427;3;242625;175,99
2022-U11;5-11;Uvaccinerede;7;0;231188;3,03
2022-U11;5-11;1. stik;0;1;39596;0,00
2022-U11;5-11;2. stik;0;2;169367;0,00
2022-U11;12-15;Uvaccinerede;2;0;54216;3,69
2022-U11;12-15;1. stik;0;1;6211;0,00
2022-U11;12-15;2. stik;8;2;238930;3,35
2022-U11;12-15;3. stik;0;3;1216;0,00
2022-U11;16-19;Uvaccinerede;1;0;28167;3,55
2022-U11;16-19;1. stik;0;1;3710;0,00
2022-U11;16-19;2. stik;9;2;125752;7,16
2022-U11;16-19;3. stik;6;3;122307;4,91
2022-U11;20-39;Uvaccinerede;32;0;247015;12,95
2022-U11;20-39;1. stik;6;1;28242;21,24
2022-U11;20-39;2. stik;43;2;426110;10,09
2022-U11;20-39;3. stik;77;3;798240;9,65
2022-U11;40-64;Uvaccinerede;33;0;133819;24,66
2022-U11;40-64;1. stik;7;1;9860;70,99
2022-U11;40-64;2. stik;29;2;171699;16,89
2022-U11;40-64;3. stik;260;3;1592234;16,33
2022-U11;65-79;Uvaccinerede;34;0;25470;133,49
2022-U11;65-79;1. stik;4;1;1437;278,36
2022-U11;65-79;2. stik;16;2;20322;78,73
2022-U11;65-79;3. stik;379;3;838282;45,21
2022-U11;80+;Uvaccinerede;28;0;7672;364,96
2022-U11;80+;1. stik;1;1;539;185,53
2022-U11;80+;2. stik;22;2;6206;354,50
2022-U11;80+;3. stik;382;3;242171;157,74
2022-U12;5-11;Uvaccinerede;3;0;231852;1,29
2022-U12;5-11;1. stik;0;1;39003;0,00
2022-U12;5-11;2. stik;1;2;170040;0,59
2022-U12;12-15;Uvaccinerede;0;0;54429;0,00
2022-U12;12-15;1. stik;0;1;6106;0,00
2022-U12;12-15;2. stik;7;2;239066;2,93
2022-U12;12-15;3. stik;1;3;1221;81,90
2022-U12;16-19;Uvaccinerede;2;0;28241;7,08
2022-U12;16-19;1. stik;0;1;3671;0,00
2022-U12;16-19;2. stik;0;2;125010;0,00
2022-U12;16-19;3. stik;3;3;123114;2,44
2022-U12;20-39;Uvaccinerede;23;0;247388;9,30
2022-U12;20-39;1. stik;1;1;28585;3,50
2022-U12;20-39;2. stik;31;2;421033;7,36
2022-U12;20-39;3. stik;51;3;803135;6,35
2022-U12;40-64;Uvaccinerede;32;0;134021;23,88
2022-U12;40-64;1. stik;5;1;9845;50,79
2022-U12;40-64;2. stik;23;2;170115;13,52
2022-U12;40-64;3. stik;184;3;1593758;11,55
2022-U12;65-79;Uvaccinerede;22;0;25486;86,32
2022-U12;65-79;1. stik;4;1;1428;280,11
2022-U12;65-79;2. stik;18;2;20088;89,61
2022-U12;65-79;3. stik;341;3;838126;40,69
2022-U12;80+;Uvaccinerede;21;0;7661;274,12
2022-U12;80+;1. stik;1;1;527;189,75
2022-U12;80+;2. stik;14;2;6140;228,01
2022-U12;80+;3. stik;300;3;241675;124,13
2022-U13;5-11;Uvaccinerede;1;0;232549;0,43
2022-U13;5-11;1. stik;1;1;38607;2,59
2022-U13;5-11;2. stik;0;2;170522;0,00
2022-U13;12-15;Uvaccinerede;0;0;54672;0,00
2022-U13;12-15;1. stik;0;1;6051;0,00
2022-U13;12-15;2. stik;2;2;239166;0,84
2022-U13;12-15;3. stik;0;3;1228;0,00
2022-U13;16-19;Uvaccinerede;1;0;28299;3,53
2022-U13;16-19;1. stik;0;1;3613;0,00
2022-U13;16-19;2. stik;2;2;124477;1,61
2022-U13;16-19;3. stik;1;3;123731;0,81
2022-U13;20-39;Uvaccinerede;15;0;247789;6,05
2022-U13;20-39;1. stik;1;1;28372;3,52
2022-U13;20-39;2. stik;24;2;417031;5,75
2022-U13;20-39;3. stik;43;3;807446;5,33
2022-U13;40-64;Uvaccinerede;28;0;134297;20,85
2022-U13;40-64;1. stik;1;1;9756;10,25
2022-U13;40-64;2. stik;32;2;168878;18,95
2022-U13;40-64;3. stik;139;3;1594982;8,71
2022-U13;65-79;Uvaccinerede;17;0;25523;66,61
2022-U13;65-79;1. stik;1;1;1409;70,97
2022-U13;65-79;2. stik;24;2;19894;120,64
2022-U13;65-79;3. stik;308;3;837951;36,76
2022-U13;80+;Uvaccinerede;22;0;7656;287,36
2022-U13;80+;1. stik;2;1;517;386,85
2022-U13;80+;2. stik;11;2;6073;181,13
2022-U13;80+;3. stik;251;3;241206;104,06
2022-U14;5-11;Uvaccinerede;1;0;233335;0,43
2022-U14;5-11;1. stik;0;1;38316;0,00
2022-U14;5-11;2. stik;0;2;170893;0,00
2022-U14;12-15;Uvaccinerede;0;0;54974;0,00
2022-U14;12-15;1. stik;0;1;5983;0,00
2022-U14;12-15;2. stik;1;2;239276;0,42
2022-U14;12-15;3. stik;0;3;1235;0,00
2022-U14;16-19;Uvaccinerede;2;0;28319;7,06
2022-U14;16-19;1. stik;0;1;3581;0,00
2022-U14;16-19;2. stik;2;2;123989;1,61
2022-U14;16-19;3. stik;1;3;124276;0,80
2022-U14;20-39;Uvaccinerede;19;0;248369;7,65
2022-U14;20-39;1. stik;1;1;28161;3,55
2022-U14;20-39;2. stik;25;2;413624;6,04
2022-U14;20-39;3. stik;35;3;811087;4,32
2022-U14;40-64;Uvaccinerede;19;0;134690;14,11
2022-U14;40-64;1. stik;2;1;9688;20,64
2022-U14;40-64;2. stik;24;2;167802;14,30
2022-U14;40-64;3. stik;124;3;1595998;7,77
2022-U14;65-79;Uvaccinerede;17;0;25577;66,47
2022-U14;65-79;1. stik;1;1;1393;71,79
2022-U14;65-79;2. stik;13;2;19737;65,87
2022-U14;65-79;3. stik;267;3;837671;31,87
2022-U14;80+;Uvaccinerede;14;0;7646;183,10
2022-U14;80+;1. stik;2;1;503;397,61
2022-U14;80+;2. stik;11;2;6022;182,66
2022-U14;80+;3. stik;227;3;240671;94,32
2022-U15;5-11;Uvaccinerede;1;0;233956;0,43
2022-U15;5-11;1. stik;1;1;38075;2,63
2022-U15;5-11;2. stik;0;2;171214;0,00
2022-U15;16-19;Uvaccinerede;0;0;28348;0,00
2022-U15;16-19;1. stik;0;1;3558;0,00
2022-U15;16-19;2. stik;1;2;123596;0,81
2022-U15;16-19;3. stik;0;3;124714;0,00
2022-U15;20-39;Uvaccinerede;11;0;248857;4,42
2022-U15;20-39;1. stik;1;1;27982;3,57
2022-U15;20-39;2. stik;20;2;410620;4,87
2022-U15;20-39;3. stik;27;3;814374;3,32
2022-U15;40-64;Uvaccinerede;12;0;135023;8,89
2022-U15;40-64;1. stik;1;1;9634;10,38
2022-U15;40-64;2. stik;10;2;166916;5,99
2022-U15;40-64;3. stik;92;3;1596887;5,76
2022-U15;65-79;Uvaccinerede;17;0;25633;66,32
2022-U15;65-79;1. stik;0;1;1377;0,00
2022-U15;65-79;2. stik;13;2;19610;66,29
2022-U15;65-79;3. stik;218;3;837465;26,03
2022-U15;80+;Uvaccinerede;15;0;7633;196,52
2022-U15;80+;1. stik;1;1;492;203,25
2022-U15;80+;2. stik;7;2;5980;117,06
2022-U15;80+;3. stik;214;3;240269;89,07
2022-U16;5-11;Uvaccinerede;2;0;234924;0,85
2022-U16;5-11;1. stik;0;1;37926;0,00
2022-U16;5-11;2. stik;1;2;171430;0,58
2022-U16;16-19;Uvaccinerede;0;0;28420;0,00
2022-U16;16-19;1. stik;0;1;3540;0,00
2022-U16;16-19;2. stik;3;2;123214;2,43
2022-U16;16-19;3. stik;1;3;125121;0,80
2022-U16;20-39;Uvaccinerede;12;0;249275;4,81
2022-U16;20-39;1. stik;2;1;27864;7,18
2022-U16;20-39;2. stik;12;2;407958;2,94
2022-U16;20-39;3. stik;26;3;817204;3,18
2022-U16;40-64;Uvaccinerede;8;0;135455;5,91
2022-U16;40-64;1. stik;2;1;9590;20,86
2022-U16;40-64;2. stik;10;2;166078;6,02
2022-U16;40-64;3. stik;84;3;1597644;5,26
2022-U16;65-79;Uvaccinerede;10;0;25699;38,91
2022-U16;65-79;1. stik;2;1;1369;146,09
2022-U16;65-79;2. stik;9;2;19489;46,18
2022-U16;65-79;3. stik;145;3;837207;17,32
2022-U16;80+;Uvaccinerede;11;0;7641;143,96
2022-U16;80+;1. stik;1;1;485;206,19
2022-U16;80+;2. stik;4;2;5931;67,44
2022-U16;80+;3. stik;173;3;239761;72,16
2022-U17;16-19;Uvaccinerede;0;0;28502;0,00
2022-U17;16-19;1. stik;0;1;3527;0,00
2022-U17;16-19;2. stik;1;2;122899;0,81
2022-U17;16-19;3. stik;0;3;125468;0,00
2022-U17;20-39;Uvaccinerede;4;0;250094;1,60
2022-U17;20-39;1. stik;0;1;27773;0,00
2022-U17;20-39;2. stik;12;2;405729;2,96
2022-U17;20-39;3. stik;16;3;819576;1,95
2022-U17;40-64;Uvaccinerede;12;0;136107;8,82
2022-U17;40-64;1. stik;1;1;9565;10,45
2022-U17;40-64;2. stik;3;2;165328;1,81
2022-U17;40-64;3. stik;68;3;1598274;4,25
2022-U17;65-79;Uvaccinerede;6;0;25802;23,25
2022-U17;65-79;1. stik;0;1;1364;0,00
2022-U17;65-79;2. stik;6;2;19367;30,98
2022-U17;65-79;3. stik;147;3;836905;17,56
2022-U17;80+;Uvaccinerede;8;0;7633;104,81
2022-U17;80+;1. stik;0;1;480;0,00
2022-U17;80+;2. stik;6;2;5883;101,99
2022-U17;80+;3. stik;131;3;239210;54,76
2022-U18;5-11;Uvaccinerede;1;0;237001;0,42
2022-U18;5-11;1. stik;0;1;37768;0,00
2022-U18;5-11;2. stik;0;2;171765;0,00
2022-U18;12-15;Uvaccinerede;0;0;56564;0,00
2022-U18;12-15;1. stik;1;1;5922;16,89
2022-U18;12-15;2. stik;1;2;239549;0,42
2022-U18;12-15;3. stik;0;3;1245;0,00
2022-U18;20-39;Uvaccinerede;6;0;251056;2,39
2022-U18;20-39;1. stik;1;1;27729;3,61
2022-U18;20-39;2. stik;7;2;404212;1,73
2022-U18;20-39;3. stik;10;3;821099;1,22
2022-U18;40-64;Uvaccinerede;7;0;136864;5,11
2022-U18;40-64;1. stik;1;1;9558;10,46
2022-U18;40-64;2. stik;12;2;164811;7,28
2022-U18;40-64;3. stik;57;3;1598664;3,57
2022-U18;65-79;Uvaccinerede;8;0;25929;30,85
2022-U18;65-79;1. stik;0;1;1358;0,00
2022-U18;65-79;2. stik;5;2;19294;25,91
2022-U18;65-79;3. stik;133;3;836602;15,90
2022-U18;80+;Uvaccinerede;4;0;7634;52,40
2022-U18;80+;1. stik;0;1;476;0,00
2022-U18;80+;2. stik;4;2;5834;68,56
2022-U18;80+;3. stik;83;3;238726;34,77
2022-U19;5-11;Uvaccinerede;0;0;238156;0,00
2022-U19;5-11;1. stik;0;1;37661;0,00
2022-U19;5-11;2. stik;1;2;171988;0,58
2022-U19;12-15;Uvaccinerede;0;0;57025;0,00
2022-U19;12-15;1. stik;0;1;5929;0,00
2022-U19;12-15;2. stik;1;2;239613;0,42
2022-U19;12-15;3. stik;0;3;1251;0,00
2022-U19;20-39;Uvaccinerede;1;0;252139;0,40
2022-U19;20-39;1. stik;0;1;27585;0,00
2022-U19;20-39;2. stik;4;2;401940;1,00
2022-U19;20-39;3. stik;11;3;823594;1,34
2022-U19;40-64;Uvaccinerede;6;0;137657;4,36
2022-U19;40-64;1. stik;0;1;9555;0,00
2022-U19;40-64;2. stik;5;2;164049;3,05
2022-U19;40-64;3. stik;35;3;1599343;2,19
2022-U19;65-79;Uvaccinerede;3;0;26073;11,51
2022-U19;65-79;1. stik;0;1;1353;0,00
2022-U19;65-79;2. stik;5;2;19161;26,09
2022-U19;65-79;3. stik;88;3;836397;10,52
2022-U19;80+;Uvaccinerede;8;0;7637;104,75
2022-U19;80+;1. stik;0;1;474;0,00
2022-U19;80+;2. stik;3;2;5779;51,91
2022-U19;80+;3. stik;73;3;238340;30,63
